Title	tv_movie	Episodes	Status	Start airing	End airing	Starting season	Broadcast time	Producers	Licensors	Studios	Sources	Genres	Duration	Rating	Score	Scored by	Members	Favorites	Description
Mononoke Hime	Movie	1	Finished Airing	7/12/1997	-	-	-	Tokuma Shoten,Nippon Television Network	GKIDS	Studio Ghibli	Original	Action,Adventure,Fantasy	2 hr. 10 min.	PG-13	8.8	328929	499571	10540	"When an Emishi village is attacked by a fierce demon boar, the young prince Ashitaka puts his life at stake to defend his tribe. With its dying breath, the beast curses the prince's arm, granting him demonic powers while gradually siphoning his life away. Instructed by the village elders to travel westward for a cure, Ashitaka arrives at Tatara, the Iron Town, where he finds himself embroiled in a fierce conflict: Lady Eboshi of Tatara, promoting constant deforestation, stands against Princess San and the sacred spirits of the forest, who are furious at the destruction brought by the humans. As the opposing forces of nature and mankind begin to clash in a desperate struggle for survival, Ashitaka attempts to seek harmony between the two, all the while battling the latent demon inside of him. Princess Mononoke is a tale depicting the connection of technology and nature, while showing the path to harmony that could be achieved by mutual acceptance.

[Written by MAL Rewrite]"
Code Geass: Hangyaku no Lelouch	TV	25	Finished Airing	10/6/2006	7/29/2007	Fall	Fridays at 01:25 (JST)	Bandai Visual,Mainichi Broadcasting System,Bandai,Sony Music Entertainment,Bandai Namco Entertainment,Hakuhodo DY Media Partners	Funimation,Bandai Entertainment	Sunrise	Original	Action,Military,Sci-Fi,Super Power,Drama,Mecha,School	24 min. per ep.	R	8.79	619589	972802	62965	"In the year 2010, the Holy Empire of Britannia is establishing itself as a dominant military nation, starting with the conquest of Japan. Renamed to Area 11 after its swift defeat, Japan has seen significant resistance against these tyrants in an attempt to regain independence.

Lelouch Lamperouge, exiled prince of Britannia, unfortunately finds himself caught in a crossfire between the two nations' armed forces. He is able to escape, however, thanks to the timely appearance of a mysterious girl named C.C., who bestows upon him Geass, the ""Power of Kings."" Realizing the vast potential of his newfound ""power of absolute obedience,"" Lelouch embarks upon a perilous journey as the masked vigilante known as Zero, leading a merciless onslaught against Britannia in order to get revenge once and for all.

[Written by MAL Rewrite]"
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen	OVA	4	Finished Airing	2/20/1999	9/22/1999	-	-	Aniplex	ADV Films,Aniplex of America	Studio Deen	Manga	Action,Historical,Drama,Romance,Martial Arts,Samurai	30 min. per ep.	R	8.79	88381	165485	4640	"When mankind's savagery surpasses his fear of death, there is little hope for those who wish to live honest lives. Beneath a full moon, a young boy witnesses the murder of the bandits who had enslaved him, and is then christened with a new name by the man who rescued him. This boy is Shinta, now known as Kenshin Himura, and he is destined to become a swordsman. The softness of his heart does not befit the occupation, but his desire to protect the innocent is absolute.

Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen details the origins of the man who would bear the name of Hitokiri Battousai long before he swore his oath not to kill and before he earned his reputation as an assassin. The young manâ€™s heart is divided between justice and corruption, while the fate of a nation rests on his actions.

[Written by MAL Rewrite]"
Boku no Hero Academia 2nd Season	TV	25	Finished Airing	4/1/2017	9/30/2017	Spring	Saturdays at 17:30 (JST)	Dentsu,Yomiuri Telecasting,Movic,Sony Music Entertainment,TOHO animation,Shueisha	Funimation	Bones	Manga	Action,Comedy,Super Power,School,Shounen	23 min. per ep.	PG-13	8.77	330448	555433	11228	"At UA Academy, not even a violent attack can disrupt their most prestigious event: the school sports festival. Renowned across Japan, this festival is an opportunity for aspiring heroes to showcase their abilities, both to the public and potential recruiters.

However, the path to glory is never easy, especially for Izuku Midoriyaâ€”whose quirk possesses great raw power but is also cripplingly inefficient. Pitted against his talented classmates, such as the fire and ice wielding Shouto Todoroki, Izuku must utilize his sharp wits and master his surroundings to achieve victory and prove to the world his worth.

[Written by MAL Rewrite]"
Monogatari Series: Second Season	TV	26	Finished Airing	7/7/2013	12/29/2013	Summer	Sundays at 00:00 (JST)	Aniplex,Kodansha,Cyclone Graphics inc	Aniplex of America	Shaft	Light novel	Mystery,Comedy,Supernatural,Romance,Vampire	24 min. per ep.	R	8.77	159599	299227	11763	"Apparitions, oddities, and gods continue to manifest around Koyomi Araragi and his close-knit group of friends: Tsubasa Hanekawa, the group's modest genius; Shinobu Oshino, the resident doughnut-loving vampire; athletic deviant Suruga Kanbaru; bite-happy spirit Mayoi Hachikuji; Koyomi's cutesy stalker Nadeko Sengoku; and Hitagi Senjogahara, the poignant tsundere.

Monogatari Series: Second Season revolves around these individuals and their struggle to overcome the darkness that is rapidly approaching. A new semester has begun and with graduation looming over Araragi, he must quickly decide the paths he will walk, as well as the relationships and friends that he'll save. But as strange events begin to unfold, Araragi is nowhere to be found, and a vicious tiger apparition has appeared in his absence. Hanekawa has become its target, and she must fend for herselfâ€”or bow to the creature's perspective on the feebleness of humanity.

[Written by MAL Rewrite]"
Mushishi Zoku Shou	TV	10	Finished Airing	4/5/2014	6/21/2014	Spring	Saturdays at 00:00 (JST)	Aniplex,Kodansha,Delfi Sound	Aniplex of America	Artland	Manga	Adventure,Slice of Life,Mystery,Historical,Supernatural,Fantasy,Seinen	24 min. per ep.	PG-13	8.77	59834	143770	874	"Perceived as strange and feared by man, over time the misshapen ones came to be known as Mushi. Although they harbor no ill intentions towards humans, many suffer from the side effects of their existence and strange nature; exploiting the Mushi without understanding them, even unintentionally, can lead to disaster and strife for any involved. Mushishi Zoku Shou continues the story of Mushishi Ginko on his journey to help the visible world to coexist with the Mushi.

During his travels, Ginko discovers various gifted individualsâ€”those cursed by circumstance and those maintaining a fragile symbiosis with the Mushiâ€”inevitably confronting the question of whether humanity, talented and tortured alike, can manage the responsibility of the unseen. Moreover, as a Mushishi, Ginko must learn more about these strange beings and decide if he has the right to interfere with the complex relationships between Mushi and mankind.

[Written by MAL Rewrite]"
Ookami Kodomo no Ame to Yuki	Movie	1	Finished Airing	7/21/2012	-	-	-	Madhouse,VAP,Dentsu,Yomiuri Telecasting,Kadokawa Shoten,Toho,Hiroshima Television	Funimation	Studio Chizu	Original	Slice of Life,Fantasy	1 hr. 57 min.	PG	8.77	201346	351703	7014	"Hana, a hard-working college student, falls in love with a mysterious man who attends one of her classes though he is not an actual student. As it turns out, he is not truly human either. On a full moon night, he transforms, revealing that he is the last werewolf alive. Despite this, Hana's love remains strong, and the two ultimately decide to start a family.

Hana gives birth to two healthy childrenâ€”Ame, born during rainfall, and Yuki, born during snowfallâ€”both possessing the ability to turn into wolves, a trait inherited from their father. All too soon, however, the sudden death of her lover devastates Hana's life, leaving her to raise a peculiar family completely on her own. The stress of raising her wild-natured children in a densely populated city, all while keeping their identity a secret, culminates in a decision to move to the countryside, where she hopes Ame and Yuki can live a life free from the judgments of society. Wolf Children is the heartwarming story about the challenges of being a single mother in an unforgiving modern world.

[Written by MAL Rewrite]"
Natsume Yuujinchou Roku	TV	11	Finished Airing	4/12/2017	6/21/2017	Spring	Wednesdays at 01:35 (JST)	TV Tokyo,Aniplex,Nihon Ad Systems,Hakusensha	-	Shuka	Manga	Drama,Fantasy,Shoujo,Slice of Life,Supernatural	23 min. per ep.	PG-13	8.75	23690	64281	506	"Takashi Natsume has grown accustomed to his encounters with youkai through the Book of Friends, which contains the names of youkai whom his grandmother, Reiko Natsume, has sealed in contracts. These encounters allow Natsume to better understand the youkai, Reiko, and himself. 

The Book of Friends is a powerful tool that can be used to control youkai; it is sought after by both youkai and exorcists alike. Natsume just wants to live out his daily life in peace but is constantly disrupted by these experiences. If he is to end this torment, Natsume must explore more about the book and the world of exorcism, as well as begin to open his heart to those who can help him.

[Written by MAL Rewrite]"
Great Teacher Onizuka	TV	43	Finished Airing	6/30/1999	9/17/2000	Summer	Wednesdays at 19:30 (JST)	Aniplex,Fuji TV	Discotek Media,TOKYOPOP	Studio Pierrot	Manga	Comedy,Drama,School,Shounen,Slice of Life	25 min. per ep.	R	8.74	185291	355842	13951	"Onizuka is a reformed biker gang leader who has his sights set on an honorable new ambition: to become the world's greatest teacher... for the purpose of meeting sexy high school girls. Okay, so he's mostly reformed.

However, strict administrators and a class of ruthless delinquents stand between Onizuka and his goal and they will use any means, however illegal or low, to drive the new teacher away. Perfect, because Onizuka's methods won't be found in any teaching manual; he cares about the difference between legal and illegal activities about as much as he cares for the age difference between himself and a high school girl.

So get ready for math that doesn't add up, language you'd be slapped for using, and biology that would make a grown man blush... unless of course, you're the Great Teacher Onizuka.

[Written by MAL Rewrite]"
Mushishi	TV	26	Finished Airing	10/23/2005	6/19/2006	Fall	Sundays at 03:40 (JST)	Avex Entertainment,Marvelous,SKY Perfect Well Think,Delfi Sound	Funimation	Artland	Manga	Adventure,Fantasy,Historical,Mystery,Seinen,Slice of Life,Supernatural	25 min. per ep.	PG-13	8.74	145817	402744	17849	"""Mushi"": the most basic forms of life in the world. They exist without any goals or purposes aside from simply ""being."" They are beyond the shackles of the words ""good"" and ""evil."" Mushi can exist in countless forms and are capable of mimicking things from the natural world such as plants, diseases, and even phenomena like rainbows.

This is, however, just a vague definition of these entities that inhabit the vibrant world of Mushishi, as to even call them a form of life would be an oversimplification. Detailed information on Mushi is scarce because the majority of humans are unaware of their existence.

So what are Mushi and why do they exist? This is the question that a ""Mushishi,"" Ginko, ponders constantly. Mushishi are those who research Mushi in hopes of understanding their place in the world's hierarchy of life.

Ginko chases rumors of occurrences that could be tied to Mushi, all for the sake of finding an answer.

It could, after all, lead to the meaning of life itself.

[Written by MAL Rewrite]"
